0;scen0;ind_1_ref;0.0;0;18.430902;0.029027998;0.065268844;0.0042032707;1.0;0.0;0.0
0;scen0;ind_2_ref;0.0;0;18.731424;0.03446789;0.07854251;0.006146828;1.0;0.0;0.0
0;scen0;ind_3_ref;0.0;0;18.890564;0.03764176;0.08646326;0.0074956976;1.0;0.0;0.0
0;scen0;ind_4_ref;0.0;0;19.004595;0.04004015;0.09253937;0.008629081;1.0;0.0;0.0
0;scen0;ind_5_ref;0.0;0;19.095675;0.042028997;0.097639315;0.009647963;1.0;0.0;0.0
0;scen0;ind_6_ref;0.0;0;19.17272;0.043761022;0.10212742;0.0105966125;1.0;0.0;0.0
0;scen0;ind_7_ref;0.0;0;19.240261;0.04531588;0.1061945;0.011499048;1.0;0.0;0.0
0;scen0;ind_8_ref;0.0;0;19.300936;0.04674095;0.10995453;0.012370119;1.0;0.0;0.0
0;scen0;ind_9_ref;0.0;0;19.356426;0.048067007;0.113481835;0.013219887;1.0;0.0;0.0
0;scen0;ind_10_ref;0.0;0;19.407867;0.049315114;0.116827466;0.014055492;1.0;0.0;0.0
0;scen0;ind_11_ref;0.0;0;19.456078;0.050500717;0.1200291;0.014882511;1.0;0.0;0.0
0;scen0;ind_12_ref;0.0;0;19.501656;0.051635228;0.12311471;0.01570526;1.0;0.0;0.0
0;scen0;ind_13_ref;0.0;0;19.545063;0.052727576;0.12610634;0.016527371;1.0;0.0;0.0
0;scen0;ind_14_ref;0.0;0;19.586664;0.053784903;0.12902178;0.017352002;1.0;0.0;0.0
0;scen0;ind_15_ref;0.0;0;19.626747;0.054812897;0.1318753;0.018181853;1.0;0.0;0.0
0;scen0;ind_16_ref;0.0;0;19.665554;0.055816427;0.13467932;0.019019516;1.0;0.0;0.0
0;scen0;ind_17_ref;0.0;0;19.703283;0.056799505;0.13744415;0.019867335;1.0;0.0;0.0
0;scen0;ind_18_ref;0.0;0;19.740105;0.057765607;0.14017892;0.020727586;1.0;0.0;0.0
0;scen0;ind_19_ref;0.0;0;19.776169;0.058717884;0.14289203;0.021602608;1.0;0.0;0.0
0;scen0;ind_20_ref;0.0;0;19.811602;0.059658956;0.1455906;0.022494573;1.0;0.0;0.0
0;scen0;ind_21_ref;0.0;0;19.846523;0.060591403;0.14828183;0.023405913;1.0;0.0;0.0
0;scen0;ind_22_ref;0.0;0;19.881037;0.06151742;0.150972;0.024338976;1.0;0.0;0.0
