Mannen	leeftijdsklassen	0_4	 5_9	10_14	15_19	20_24	25_29	30_34	35_39	40_44	45_49	50_54	55_59	60_64	65_69	70_74	75_79	80_84	85+																																																
Prostaatkanker	dalywgt	0.29529048972857300000	0.29529048972857300000	0.29529048972857300000	0.29529048972857300000	0.29529048972857300000	0.29529048972857300000	0.29529048972857300000	0.29529048972857300000	0.29529048972857300000	0.29529048972857300000	0.29529048972857300000	0.29529048972857300000	0.29529048972857300000	0.29529048972857300000	0.29529048972857300000	0.29529048972857300000	0.29529048972857300000	0.29529048972857300000																																																
Non_hodgkin	prev	0.00000000000000000000	0.00009500000000000000	0.00020100000000000000	0.00016900000000000000	0.00019300000000000000	0.00024900000000000000	0.00030300000000000000	0.00028400000000000000	0.00064800000000000000	0.00058400000000000000	0.00096500000000000000	0.00153700000000000000	0.00144200000000000000	0.00237900000000000000	0.00306700000000000000	0.00283600000000000000	0.00399400000000000000	0.00286700000000000000																																																
Non_hodgkin	dalywgt	0.25903289810384500000	0.25903289810384500000	0.25903289810384500000	0.25903289810384500000	0.25903289810384500000	0.25903289810384500000	0.25903289810384500000	0.25903289810384500000	0.25903289810384500000	0.25903289810384500000	0.25903289810384500000	0.25903289810384500000	0.25903289810384500000	0.25903289810384500000	0.25903289810384500000	0.25903289810384500000	0.25903289810384500000	0.25903289810384500000																																																
Diabetes	prev	0.00008676036786395970	0.00068120699145958900	0.00120594427934536000	0.00142467382511093000	0.00221630107425871000	0.00492385444998683000	0.00547614921594787000	0.00576063630960313000	0.00970945196336188000	0.02040262219241080000	0.03311394864008520000	0.05528332690290800000	0.07006553133193150000	0.07637811294059300000	0.09085797294691030000	0.10138936681872000000	0.09046410230660350000	0.10358010764311600000																																																
Diabetes	dalywgt	0.19766000000000000000	0.19766000000000000000	0.19766000000000000000	0.19766000000000000000	0.19766000000000000000	0.19766000000000000000	0.19766000000000000000	0.19766000000000000000	0.19766000000000000000	0.19766000000000000000	0.19766000000000000000	0.19766000000000000000	0.19766000000000000000	0.19766000000000000000	0.19766000000000000000	0.19766000000000000000	0.19766000000000000000	0.19766000000000000000																																																
Dementie	prev	0.00001557097900490910	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00014177693761814700	0.00005442147937465740	0.00000587276688725735	0.00001913389312360630	0.00006170598061616800	0.00008689642423579120	0.00170462097496596000	0.00136105383952590000	0.00288577045220463000	0.01076836400084440000	0.02764484191150590000	0.07046343902586470000	0.12689113892426600000																																																
Dementie	dalywgt	0.70904761904761900000	0.70904761904761900000	0.70904761904761900000	0.70904761904761900000	0.70904761904761900000	0.70904761904761900000	0.70904761904761900000	0.70904761904761900000	0.70904761904761900000	0.70904761904761900000	0.70904761904761900000	0.70904761904761900000	0.70904761904761900000	0.70904761904761900000	0.70904761904761900000	0.70904761904761900000	0.70904761904761900000	0.70904761904761900000																																																
Schizofrenie	prev	0.00000000000000000000	0.00000000000000000000	0.00005478251342171580	0.00081015744631833200	0.00353514853633663000	0.00368613911159920000	0.00295063419986502000	0.00276813298527079000	0.00438752324698249000	0.00484857280977110000	0.00255688066632982000	0.00326729304920973000	0.00459844598093327000	0.00452419460277318000	0.00068262441982998600	0.00057466358050858700	0.00030543677458766000	0.00000000000000000000																																																
Schizofrenie	dalywgt	0.66000000000000000000	0.66000000000000000000	0.66000000000000000000	0.66000000000000000000	0.66000000000000000000	0.66000000000000000000	0.66000000000000000000	0.66000000000000000000	0.66000000000000000000	0.66000000000000000000	0.66000000000000000000	0.66000000000000000000	0.66000000000000000000	0.66000000000000000000	0.66000000000000000000	0.66000000000000000000	0.66000000000000000000	0.66000000000000000000																																																																			
Depressie_en_dysthymie(ontdubbeld)	prev	0.00000000000000000000	0.00000000000000000000	0.00361290322580645000	0.00861935483870968000	0.01871657754010700000	0.02505219206680580000	0.00863930885529158000	0.02444444444444440000	0.02843601895734600000	0.03488372093023260000	0.03903903903903900000	0.01140684410646390000	0.02766798418972330000	0.00600000000000000000	0.01100000000000000000	0.01900000000000000000	0.02200000000000000000	0.02200000000000000000																																																																			
Depressie_en_dysthymie(ontdubbeld)	dalywgt	0.41639150000000000000	0.41639150000000000000	0.41639150000000000000	0.41639150000000000000	0.41639150000000000000	0.41639150000000000000	0.41639150000000000000	0.41639150000000000000	0.41639150000000000000	0.41639150000000000000	0.41639150000000000000	0.41639150000000000000	0.41639150000000000000	0.41639150000000000000	0.41639150000000000000	0.41639150000000000000	0.41639150000000000000	0.41639150000000000000																																																																			
Depressie_i.e.z.	prev	0.00000000000000000000	0.00000000000000000000	0.00361290322580645000	0.00541935483870968000	0.01856763925729440000	0.02500000000000000000	0.00865800865800866000	0.01324503311258280000	0.02369668246445500000	0.03255813953488370000	0.02710843373493980000	0.01145038167938930000	0.01976284584980240000	0.00600000000000000000	0.01100000000000000000	0.01900000000000000000	0.02200000000000000000	0.02200000000000000000																																																																			
Depressie_i.e.z.	dalywgt	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000																																																																			
Depressie_HAR	prev	0.00000000000000000000	0.00016512549537648600	0.00017108639863130900	0.00302222222222222000	0.00320821302534488000	0.00473061760840999000	0.00440791041219919000	0.00748574144486692000	0.00991039913114309000	0.00807054251980272000	0.00930503053213143000	0.00877192982456140000	0.00459418070444104000	0.00553549939831528000	0.00775408474106896000	0.00374882849109653000	0.00631988332523092000	0.00379609544468547000																																																																			
Depressie_HAR	dalywgt	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000	0.45950000000000000000																																																																			
Paniekstoornis	prev	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000																																																																			
Paniekstoornis	dalywgt	0.21300000000000000000	0.21300000000000000000	0.21300000000000000000	0.21300000000000000000	0.21300000000000000000	0.21300000000000000000	0.21300000000000000000	0.21300000000000000000	0.21300000000000000000	0.21300000000000000000	0.21300000000000000000	0.21300000000000000000	0.21300000000000000000	0.21300000000000000000	0.21300000000000000000	0.21300000000000000000	0.21300000000000000000	0.21300000000000000000																																																																			
Agorafobie	prev	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000																																																																			
Agorafobie	dalywgt	0.15400000000000000000	0.15400000000000000000	0.15400000000000000000	0.15400000000000000000	0.15400000000000000000	0.15400000000000000000	0.15400000000000000000	0.15400000000000000000	0.15400000000000000000	0.15400000000000000000	0.15400000000000000000	0.15400000000000000000	0.15400000000000000000	0.15400000000000000000	0.15400000000000000000	0.15400000000000000000	0.15400000000000000000	0.15400000000000000000																																																																			
Enkelvoudige_fobie	prev	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000																																																																			
Enkelvoudige_fobie	dalywgt	0.13500000000000000000	0.13500000000000000000	0.13500000000000000000	0.13500000000000000000	0.13500000000000000000	0.13500000000000000000	0.13500000000000000000	0.13500000000000000000	0.13500000000000000000	0.13500000000000000000	0.13500000000000000000	0.13500000000000000000	0.13500000000000000000	0.13500000000000000000	0.13500000000000000000	0.13500000000000000000	0.13500000000000000000	0.13500000000000000000																																																																			
Sociale_fobie	prev	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000																																																																			
Sociale_fobie	dalywgt	0.19100000000000000000	0.19100000000000000000	0.19100000000000000000	0.19100000000000000000	0.19100000000000000000	0.19100000000000000000	0.19100000000000000000	0.19100000000000000000	0.19100000000000000000	0.19100000000000000000	0.19100000000000000000	0.19100000000000000000	0.19100000000000000000	0.19100000000000000000	0.19100000000000000000	0.19100000000000000000	0.19100000000000000000	0.19100000000000000000																																																																			
Obsessief_compulsief	prev	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000																																																																			
Obsessief_compulsief	dalywgt	0.27200000000000000000	0.27200000000000000000	0.27200000000000000000	0.27200000000000000000	0.27200000000000000000	0.27200000000000000000	0.27200000000000000000	0.27200000000000000000	0.27200000000000000000	0.27200000000000000000	0.27200000000000000000	0.27200000000000000000	0.27200000000000000000	0.27200000000000000000	0.27200000000000000000	0.27200000000000000000	0.27200000000000000000	0.27200000000000000000		
diffuse_angstoornis	prev	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000		
diffuse_angstoornis	dalywgt	0.25600000000000000000	0.25600000000000000000	0.25600000000000000000	0.25600000000000000000	0.25600000000000000000	0.25600000000000000000	0.25600000000000000000	0.25600000000000000000	0.25600000000000000000	0.25600000000000000000	0.25600000000000000000	0.25600000000000000000	0.25600000000000000000	0.25600000000000000000	0.25600000000000000000	0.25600000000000000000	0.25600000000000000000	0.25600000000000000000		
Angststoornissen_totaal	prev	0.00000000000000000000	0.00000000000000000000	0.02256494358436110000	0.05924424077336700000	0.04774535809018570000	0.07500000000000000000	0.08423326133909290000	0.07284768211920530000	0.06398104265402840000	0.06060606060606060000	0.06024096385542170000	0.06106870229007630000	0.04347826086956520000	0.09047297297297300000	0.09047297297297300000	0.06500000000000000000	0.06500000000000000000	0.06500000000000000000		
Angststoornissen_totaal	dalywgt	0.17186400000000000000	0.17186400000000000000	0.17186400000000000000	0.17186400000000000000	0.17186400000000000000	0.17186400000000000000	0.17186400000000000000	0.17186400000000000000	0.17186400000000000000	0.17186400000000000000	0.17186400000000000000	0.17186400000000000000	0.17186400000000000000	0.17186400000000000000	0.17186400000000000000	0.17186400000000000000	0.17186400000000000000	0.17186400000000000000		
Alcoholafhankelijkheid	prev	0.00000000000000000000	0.00000000000000000000	0.01662545454545450000	0.05328463851109520000	0.12201591511936300000	0.05833333333333330000	0.02591792656587470000	0.03318584070796460000	0.05687203791469190000	0.03255813953488370000	0.02108433734939760000	0.01526717557251910000	0.01976284584980240000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000		
Alcoholafhankelijkheid	dalywgt	0.55000000000000000000	0.55000000000000000000	0.55000000000000000000	0.55000000000000000000	0.55000000000000000000	0.55000000000000000000	0.55000000000000000000	0.55000000000000000000	0.55000000000000000000	0.55000000000000000000	0.55000000000000000000	0.55000000000000000000	0.55000000000000000000	0.55000000000000000000	0.55000000000000000000	0.55000000000000000000	0.55000000000000000000	0.55000000000000000000		
Verstandelijke_handicap_licht	prev	0.00088501739305015500	0.00442508696525078000	0.00822581207767874000	0.00822581207767874000	0.00638238898290249000	0.00638238898290249000	0.00374315237063198000	0.00374315237063197000	0.00295406263794417000	0.00295406263794417000	0.00239325819167405000	0.00239325819167405000	0.00169389126347349000	0.00080186582722769800	0.00080186582722769800	0.00080186582722769800	0.00080186582722769800	0.00080186582722769800		
Verstandelijke_handicap_licht	dalywgt	0.29000000000000000000	0.29000000000000000000	0.29000000000000000000	0.29000000000000000000	0.29000000000000000000	0.29000000000000000000	0.29000000000000000000	0.29000000000000000000	0.29000000000000000000	0.29000000000000000000	0.29000000000000000000	0.29000000000000000000	0.29000000000000000000	0.29000000000000000000	0.29000000000000000000	0.29000000000000000000	0.29000000000000000000	0.29000000000000000000		
Verstandelijk_handicap_diep	prev	0.00118002319073354000	0.00590011595366770000	0.00499796176871620000	0.00499796176871620000	0.00474120324444185000	0.00474120324444185000	0.00449178284475837000	0.00449178284475837000	0.00413568769312185000	0.00413568769312184000	0.00309129183091232000	0.00309129183091232000	0.00197620647405241000	0.00126007487135781000	0.00126007487135781000	0.00126007487135781000	0.00126007487135781000	0.00126007487135781000		
Verstandelijk_handicap_diep	dalywgt	0.60793000000000000000	0.60793000000000000000	0.60793000000000000000	0.60793000000000000000	0.60793000000000000000	0.60793000000000000000	0.60793000000000000000	0.60793000000000000000	0.60793000000000000000	0.60793000000000000000	0.60793000000000000000	0.60793000000000000000	0.60793000000000000000	0.60793000000000000000	0.60793000000000000000	0.60793000000000000000	0.60793000000000000000	0.60793000000000000000		
Ziekte_van_Parkinson+A89	prev	0.00000000000000000000	0.00008055853920515570	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00004264392324093820	0.00003856536829926730	0.00022541793034113100	0.00031969685276727000	0.00110156981860952000	0.00072648499510435000	0.00320445758601335000	0.00380391536071766000	0.00905942061289653000	0.01592474467352960000	0.01795990083836280000	0.02888567654091080000		
Ziekte_van_Parkinson+A89	dalywgt	0.67579000000000000000	0.67579000000000000000	0.67579000000000000000	0.67579000000000000000	0.67579000000000000000	0.67579000000000000000	0.67579000000000000000	0.67579000000000000000	0.67579000000000000000	0.67579000000000000000	0.67579000000000000000	0.67579000000000000000	0.67579000000000000000	0.67579000000000000000	0.67579000000000000000	0.67579000000000000000	0.67579000000000000000	0.67579000000000000000		
Epilepsie	prev	0.00066122175379065400	0.00053100000000000000	0.00097087001603877300	0.00430795707255761000	0.00855001569834891000	0.00416633541903164000	0.00636395646029758000	0.00484990557645863000	0.00688766565829472000	0.00578648501242624000	0.00615558670046220000	0.01111413505358440000	0.00625906378814114000	0.00885185950391780000	0.00814941212689168000	0.01158942356486480000	0.00398523850212820000	0.03099945175278330000		
Epilepsie	dalywgt	0.11000000000000000000	0.11000000000000000000	0.11000000000000000000	0.11000000000000000000	0.11000000000000000000	0.11000000000000000000	0.11000000000000000000	0.11000000000000000000	0.11000000000000000000	0.11000000000000000000	0.11000000000000000000	0.11000000000000000000	0.11000000000000000000	0.11000000000000000000	0.11000000000000000000	0.11000000000000000000	0.11000000000000000000	0.11000000000000000000		
Multipele_Sclerose	prev	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00004000000000000000	0.00008000000000000000	0.00036000000000000000	0.00081000000000000000	0.00041000000000000000	0.00095000000000000000	0.00178000000000000000	0.00060000000000000000	0.00111000000000000000	0.00129000000000000000	0.00154000000000000000	0.00047000000000000000	0.00026000000000000000	0.00084000000000000000		
Multipele_Sclerose	dalywgt	0.53400000000000000000	0.53400000000000000000	0.53400000000000000000	0.53400000000000000000	0.53400000000000000000	0.53400000000000000000	0.53400000000000000000	0.53400000000000000000	0.53400000000000000000	0.53400000000000000000	0.53400000000000000000	0.53400000000000000000	0.53400000000000000000	0.53400000000000000000	0.53400000000000000000	0.53400000000000000000	0.53400000000000000000	0.53400000000000000000																																																
Gezichtsstoornissen	prev	0.00016492578339747100	0.00019692087361260300	0.00080347686351849800	0.00091564610278127500	0.00050510937560710300	0.00090104206646965600	0.00073058971314169500	0.00096413420748168200	0.00269085614715100000	0.00562958345111768000	0.00886271068636281000	0.01581507979014590000	0.02690320462587290000	0.05606840918770220000	0.10720611207434500000	0.20660363577615200000	0.24714761622404800000	0.30343565766118700000																																																
Gezichtsstoornissen	dalywgt	0.16442902063857200000	0.16442902063857200000	0.16442902063857200000	0.16442902063857200000	0.16442902063857200000	0.16442902063857200000	0.16442902063857200000	0.16442902063857200000	0.16442902063857200000	0.16442902063857200000	0.16442902063857200000	0.16442902063857200000	0.16442902063857200000	0.16442902063857200000	0.16442902063857200000	0.16442902063857200000	0.16442902063857200000	0.16442902063857200000																																																
Gehoorstoornissen	prev	0.00215533205057724000	0.00402187003222342000	0.00623701144954530000	0.00595409780244935000	0.01188332393052800000	0.01710895274102080000	0.01003294349680170000	0.01298096934053220000	0.01711594472557420000	0.02485533080260300000	0.03510999086173030000	0.05028552806652810000	0.06945557834669960000	0.11735296309556600000	0.17797680645161300000	0.23005629016221900000	0.29888461759315800000	0.36968142820838600000																																																
Gehoorstoornissen	dalywgt	0.10906986000000000000	0.10906986000000000000	0.10906986000000000000	0.10906986000000000000	0.10906986000000000000	0.10906986000000000000	0.10906986000000000000	0.10906986000000000000	0.10906986000000000000	0.10906986000000000000	0.10906986000000000000	0.10906986000000000000	0.10906986000000000000	0.10906986000000000000	0.10906986000000000000	0.10906986000000000000	0.10906986000000000000	0.10906986000000000000																																																
Coronaire_hartziekten	prev	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00005828185103158880	0.00033081285444234400	0.00115865884861407000	0.00384648746625530000	0.01197825866095760000	0.02506173845677100000	0.05096826056879320000	0.09460923350475980000	0.12019475601480600000	0.17124089754888500000	0.22909752150537600000	0.26650894793301900000	0.26523781307269400000	0.24810194282083900000																																																
