Mannen	leeftijdsklassen	0_4	 5_9	10_14	15_19	20_24	25_29	30_34	35_39	40_44	45_49	50_54	55_59	60_64	65_69	70_74	75_79	80_84	85+																																																
Coronaire_hartziekten	dalywgt	0.28801000000000000000	0.28801000000000000000	0.28801000000000000000	0.28801000000000000000	0.28801000000000000000	0.28801000000000000000	0.28801000000000000000	0.28801000000000000000	0.28801000000000000000	0.28801000000000000000	0.28801000000000000000	0.28801000000000000000	0.28801000000000000000	0.28801000000000000000	0.28801000000000000000	0.28801000000000000000	0.28801000000000000000	0.28801000000000000000																																																
Hartfalen	prev	0.00024738867509620700	0.00005370569280343720	0.00000000000000000000	0.00002861394071191480	0.00000000000000000000	0.00000000000000000000	0.00002132196162046910	0.00031474606456508900	0.00036480776509156400	0.00073802053436656900	0.00237840115257193000	0.00570513047433432000	0.00985657724293761000	0.01687707024926960000	0.03744110944612770000	0.06454895241621550000	0.09631231703317130000	0.11236082393139600000																																																
Hartfalen	dalywgt	0.15416000000000000000	0.15416000000000000000	0.15416000000000000000	0.15416000000000000000	0.15416000000000000000	0.15416000000000000000	0.15416000000000000000	0.15416000000000000000	0.15416000000000000000	0.15416000000000000000	0.15416000000000000000	0.15416000000000000000	0.15416000000000000000	0.15416000000000000000	0.15416000000000000000	0.15416000000000000000	0.15416000000000000000	0.15416000000000000000																																																
Beroerte	prev	0.00012117132107100700	0.00011113056958936400	0.00003652167561447720	0.00000000000000000000	0.00074833333333333300	0.00009451795841209830	0.00008811690404598270	0.00014547942097970700	0.00113023742767481000	0.00220223427063776000	0.00653903759273471000	0.01068128896625400000	0.02164186815648020000	0.03403778088392310000	0.05190736628577840000	0.06641487562815970000	0.09049343888545010000	0.08492203275309930000																																																
Beroerte	dalywgt	0.60900000000000000000	0.60900000000000000000	0.60900000000000000000	0.60900000000000000000	0.60900000000000000000	0.60900000000000000000	0.60900000000000000000	0.60900000000000000000	0.60900000000000000000	0.60900000000000000000	0.60900000000000000000	0.60900000000000000000	0.60900000000000000000	0.60900000000000000000	0.60900000000000000000	0.60900000000000000000	0.60900000000000000000	0.60900000000000000000																																																
Bovenste_luchtweginfecties	prev	0.00323234411513965000	0.00727104084096361000	0.01034580712807010000	0.01301112496194850000	0.01267660260295420000	0.01900332157459180000	0.02910267636266770000	0.03333003377438160000	0.02880802277197510000	0.02732779831827950000	0.01869208460202940000	0.01566591328149800000	0.01591924512031000000	0.01387220217646950000	0.01354226539252690000	0.01367420755185970000	0.00900892317515458000	0.00900371429809508000																																																
Bovenste_luchtweginfecties	dalywgt	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000																																																
Longontsteking	prev	0.02145954985633960000	0.01069491161263190000	0.00304409409029044000	0.00217488075797075000	0.00244434263244086000	0.00110581805822205000	0.00297170440069857000	0.00438689341603753000	0.00488951868951336000	0.00424391113098611000	0.00421604125413754000	0.00445441774279885000	0.01023488435642780000	0.01484619236196470000	0.01926904771463350000	0.02149699600890950000	0.03083841512024390000	0.04166205924135280000																																																
Longontsteking	dalywgt	0.10000000000000000000	0.10000000000000000000	0.10000000000000000000	0.10000000000000000000	0.10000000000000000000	0.10000000000000000000	0.10000000000000000000	0.10000000000000000000	0.10000000000000000000	0.10000000000000000000	0.10000000000000000000	0.10000000000000000000	0.10000000000000000000	0.10000000000000000000	0.10000000000000000000	0.10000000000000000000	0.10000000000000000000	0.10000000000000000000																																																
acute_bronchi(oli)tis	prev	0.11556825357871200000	0.03323877316904640000	0.01450658909854140000	0.01152943175784640000	0.01328381097359610000	0.01096929034991470000	0.01362547231424390000	0.02602198505262570000	0.02502565542712640000	0.01911308745074080000	0.02358562954080970000	0.03232974067707920000	0.04298237312776240000	0.04390518518338990000	0.04996539087525630000	0.05005149516300130000	0.07299518541010980000	0.10779937517903300000																																																
acute_bronchi(oli)tis	dalywgt	0.02500000000000000000	0.02500000000000000000	0.02500000000000000000	0.02500000000000000000	0.02500000000000000000	0.02500000000000000000	0.02500000000000000000	0.02500000000000000000	0.02500000000000000000	0.02500000000000000000	0.02500000000000000000	0.02500000000000000000	0.02500000000000000000	0.02500000000000000000	0.02500000000000000000	0.02500000000000000000	0.02500000000000000000	0.02500000000000000000																																																
Influenza	prev	0.12942498011558800000	0.06623202227633900000	0.04691468390881550000	0.05403358493696770000	0.05560507691908760000	0.05556264557115270000	0.06972724034686530000	0.07445548637931700000	0.06740909201876220000	0.06749126047322080000	0.06775410085707420000	0.06883368945953330000	0.07101534809838470000	0.06074809584014310000	0.06564978781698410000	0.05786867723224740000	0.05898929643089860000	0.03949885823612910000																																																
Influenza	dalywgt	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000																																																
Astma	prev	0.04245295362527470000	0.05906232485931960000	0.04270755438813830000	0.03427430954125750000	0.02547080363602540000	0.01838803302118890000	0.02273915112248080000	0.02325000499865830000	0.02064929588584250000	0.01503266372212550000	0.01809528052780680000	0.01306605842264070000	0.01639335765949930000	0.01419207469773230000	0.01682947905791600000	0.02010719425945910000	0.01036203350922220000	0.00730833881458744000																																																
Astma	dalywgt	0.07950000000000000000	0.07950000000000000000	0.07950000000000000000	0.07950000000000000000	0.07950000000000000000	0.07950000000000000000	0.07950000000000000000	0.07950000000000000000	0.07950000000000000000	0.07950000000000000000	0.07950000000000000000	0.07950000000000000000	0.07950000000000000000	0.07950000000000000000	0.07950000000000000000	0.07950000000000000000	0.07950000000000000000	0.07950000000000000000																																																
COPD	prev	0.00104712466410764000	0.00214985458339534000	0.00373221164363479000	0.00389878913751224000	0.00312931188935177000	0.00245254034463657000	0.00311176959775318000	0.00464273420282410000	0.00749655412887762000	0.01236722840263250000	0.01753583294066160000	0.03280483038566740000	0.04900986028097730000	0.08157681096151350000	0.11391831664289200000	0.12545764650566900000	0.13311568511265600000	0.13772579057795500000																																																
COPD	dalywgt	0.31400000000000000000	0.31400000000000000000	0.31400000000000000000	0.31400000000000000000	0.31400000000000000000	0.31400000000000000000	0.31400000000000000000	0.31400000000000000000	0.31400000000000000000	0.31400000000000000000	0.31400000000000000000	0.31400000000000000000	0.31400000000000000000	0.31400000000000000000	0.31400000000000000000	0.31400000000000000000	0.31400000000000000000	0.31400000000000000000																																																
Zweren_van_maag_en_duodenum	prev	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00065703022339027600	0.00011913271384322100	0.00118821292775665000	0.00203638338311159000	0.00298908982214916000	0.00116312881651643000	0.00247902364607170000	0.00175016407788230000	0.00120336943441637000	0.00110772639158128000	0.00124960949703218000	0.00194457948468644000	0.00108459869848156000																																																
Zweren_van_maag_en_duodenum	dalywgt	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000	0.02000000000000000000																																																
Inflammatoire_darmziekten	prev	0.00006000000000000000	0.00006000000000000000	0.00102700000000000000	0.00102700000000000000	0.00132300000000000000	0.00132300000000000000	0.00144100000000000000	0.00144100000000000000	0.00148000000000000000	0.00148000000000000000	0.00088800000000000000	0.00088800000000000000	0.00104400000000000000	0.00104400000000000000	0.00085300000000000000	0.00085300000000000000	0.00085300000000000000	0.00085300000000000000																																																
Inflammatoire_darmziekten	dalywgt	0.20200000000000000000	0.20200000000000000000	0.20200000000000000000	0.20200000000000000000	0.20200000000000000000	0.20200000000000000000	0.20200000000000000000	0.20200000000000000000	0.20200000000000000000	0.20200000000000000000	0.20200000000000000000	0.20200000000000000000	0.20200000000000000000	0.20200000000000000000	0.20200000000000000000	0.20200000000000000000	0.20200000000000000000	0.20200000000000000000																																																
Nierbekkenontsteking	prev	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000																																																
Nierbekkenontsteking	dalywgt	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000	0.01000000000000000000																																																
Blaas_en_urinebuisontsteking	prev	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000																																																
Blaas_en_urinebuisontsteking	dalywgt	0.01484000000000000000	0.01484000000000000000	0.01484000000000000000	0.01484000000000000000	0.01484000000000000000	0.01484000000000000000	0.01484000000000000000	0.01484000000000000000	0.01484000000000000000	0.01484000000000000000	0.01484000000000000000	0.01484000000000000000	0.01484000000000000000	0.01484000000000000000	0.01484000000000000000	0.01484000000000000000	0.01484000000000000000	0.01484000000000000000																																																
Acute_urineweginfecties	prev	0.00506895324514478000	0.00362609774997193000	0.00221875937222744000	0.00315210762890681000	0.00431177110690677000	0.00427316879859269000	0.00582688301094610000	0.00520721442244555000	0.00655339402023004000	0.00594890620871790000	0.00932210773997642000	0.01218861861548860000	0.01858376654323330000	0.02353521975212810000	0.04458161436354510000	0.06372571467761620000	0.08258801736045280000	0.13442605797584800000																																																
Acute_urineweginfecties	dalywgt	0.01484567048319160000	0.01484567048319160000	0.01484567048319160000	0.01484567048319160000	0.01484567048319160000	0.01484567048319160000	0.01484567048319160000	0.01484567048319160000	0.01484567048319160000	0.01484567048319160000	0.01484567048319160000	0.01484567048319160000	0.01484567048319160000	0.01484567048319160000	0.01484567048319160000	0.01484567048319160000	0.01484567048319160000	0.01484567048319160000		
Constitutioneel_eczeem	prev	0.06420267221933020000	0.01387054161162480000	0.00923866552609067000	0.00533333333333333000	0.00593519409688803000	0.00407358738501971000	0.00512270669525852000	0.00546577946768061000	0.00366549008960087000	0.00508145269765357000	0.00276243093922652000	0.00533943554538520000	0.00481295121417633000	0.00385078219013237000	0.00609249515369704000	0.00249921899406435000	0.00437530384054448000	0.00433839479392625000		
Constitutioneel_eczeem	dalywgt	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000		
Contacteczeem	prev	0.02585458962346000000	0.01898943196829590000	0.01693755346449960000	0.01795555555555560000	0.01844722489573310000	0.01274638633377140000	0.01632118179652130000	0.01865494296577950000	0.01995655715449360000	0.02361380959497830000	0.02209944751381220000	0.02288329519450800000	0.02909647779479330000	0.02382671480144400000	0.02547770700636940000	0.01936894720399880000	0.01701507049100630000	0.01030368763557480000		
Contacteczeem	dalywgt	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000	0.07000000000000000000		
Reumatoide_artritis	prev	0.00021990104452996200	0.00032223415682062300	0.00054782513421715800	0.00028613940711914800	0.00151532812682131000	0.00238354631379962000	0.00497286247334755000	0.00482570998843039000	0.00635025301673803000	0.00676546482801364000	0.00803775557263643000	0.01591913901958640000	0.01412587939543490000	0.02088158496282020000	0.02126725268817200000	0.01644765593929880000	0.01191203420891880000	0.01207115628970780000		
Reumatoide_artritis	dalywgt	0.52500000000000000000	0.52500000000000000000	0.52500000000000000000	0.52500000000000000000	0.52500000000000000000	0.52500000000000000000	0.52500000000000000000	0.52500000000000000000	0.52500000000000000000	0.52500000000000000000	0.52500000000000000000	0.52500000000000000000	0.52500000000000000000	0.52500000000000000000	0.52500000000000000000	0.52500000000000000000	0.52500000000000000000	0.52500000000000000000		
Artrose	prev	0.00000000000000000000	0.00016111707841031100	0.00000000000000000000	0.00000000000000000000	0.00034969110618953300	0.00271072589792060000	0.00604623347547974000	0.00940108966448129000	0.01226585344492020000	0.02095635311434770000	0.04193637330258780000	0.04745463283729070000	0.06935473041332510000	0.09739240250619660000	0.13707448924731200000	0.14510034667713200000	0.19180838332315200000	0.18929704955527300000		
Artrose	dalywgt	0.18676000000000000000	0.18676000000000000000	0.18676000000000000000	0.18676000000000000000	0.18676000000000000000	0.18676000000000000000	0.18676000000000000000	0.18676000000000000000	0.18676000000000000000	0.18676000000000000000	0.18676000000000000000	0.18676000000000000000	0.18676000000000000000	0.18676000000000000000	0.18676000000000000000	0.18676000000000000000	0.18676000000000000000	0.18676000000000000000		
Dorsopathieën	prev	0.00121464515009544000	0.00099075297225891700	0.00325064157399487000	0.01173333333333330000	0.02037215271094000000	0.02798948751642580000	0.04026685727900880000	0.04586501901140680000	0.05430355688297580000	0.06650724854281870000	0.05728409421343410000	0.04938977879481310000	0.05141106978779260000	0.04452466907340550000	0.04015508169482140000	0.03311465167135270000	0.03451628585318420000	0.02060737527114970000		
Dorsopathieën	dalywgt	0.06000000000000000000	0.06000000000000000000	0.06000000000000000000	0.06000000000000000000	0.06000000000000000000	0.06000000000000000000	0.06000000000000000000	0.06000000000000000000	0.06000000000000000000	0.06000000000000000000	0.06000000000000000000	0.06000000000000000000	0.06000000000000000000	0.06000000000000000000	0.06000000000000000000	0.06000000000000000000	0.06000000000000000000	0.06000000000000000000		
Aangeboren_afwijkingen_CZS	prev	0.00384826827927433000	0.00461868958109559000	0.00372521091267667000	0.00274693830834383000	0.00186501923301084000	0.00170132325141777000	0.00162046908315565000	0.00246818357115310000	0.00210198520825224000	0.00054229934924078100	0.00059783072849944500	0.00098479045847466900	0.00061690314620604600	0.00110162489672267000	0.00184811827956989000	0.00104657247514390000	0.00000000000000000000	0.00000000000000000000		
Aangeboren_afwijkingen_CZS	dalywgt	0.49600000000000000000	0.49600000000000000000	0.49600000000000000000	0.49600000000000000000	0.49600000000000000000	0.49600000000000000000	0.49600000000000000000	0.49600000000000000000	0.49600000000000000000	0.49600000000000000000	0.49600000000000000000	0.49600000000000000000	0.49600000000000000000	0.49600000000000000000	0.49600000000000000000	0.49600000000000000000	0.49600000000000000000	0.49600000000000000000		
Aangeboren_afwijkingen_HVS	prev	0.00571742715777900000	0.00236305048335124000	0.00339651583214638000	0.00228911525695319000	0.00256440144538991000	0.00217391304347826000	0.00196162046908316000	0.00223679136135750000	0.00194628260023355000	0.00162689804772234000	0.00136647023657016000	0.00120363278258015000	0.00123380629241209000	0.00096392178463233300	0.00134408602150538000	0.00209314495028781000	0.00244349419670128000	0.00000000000000000000		
Aangeboren_afwijkingen_HVS	dalywgt	0.13193000000000000000	0.13193000000000000000	0.13193000000000000000	0.13193000000000000000	0.13193000000000000000	0.13193000000000000000	0.13193000000000000000	0.13193000000000000000	0.13193000000000000000	0.13193000000000000000	0.13193000000000000000	0.13193000000000000000	0.13193000000000000000	0.13193000000000000000	0.13193000000000000000	0.13193000000000000000	0.13193000000000000000	0.13193000000000000000		
Heupfracturen	prev	0.00001471513178163330	0.00001913440081431310	0.00002783254087904440	0.00004592762772767540	0.00003438204587090700	0.00003274156936942070	0.00005565105781679600	0.00003927674363868960	0.00009736576224691960	0.00010566362215590200	0.00017978984658496500	0.00016606649254605300	0.00035920192638458900	0.00052654558298571000	0.00107605464975476000	0.00251076417328935000	0.00451149560025633000	0.00974078488124628000		
Heupfracturen	dalywgt	0.19000000000000000000	0.19000000000000000000	0.19000000000000000000	0.19000000000000000000	0.19000000000000000000	0.19000000000000000000	0.19000000000000000000	0.19000000000000000000	0.19000000000000000000	0.19000000000000000000	0.19000000000000000000	0.19000000000000000000	0.19000000000000000000	0.19000000000000000000	0.19000000000000000000	0.19000000000000000000	0.19000000000000000000	0.19000000000000000000																																																
Ongevalsletsel_verkeer	prev	0.00449790343454455000	0.00749650572424092000	0.00749650572424092000	0.01561772025883520000	0.01561772025883520000	0.00749650572424092000	0.00749650572424092000	0.00749650572424092000	0.00443543255350921000	0.00443543255350921000	0.00443543255350921000	0.00349836933797909000	0.00349836933797909000	0.00349836933797909000	0.00349836933797909000	0.00443543255350921000	0.00443543255350921000	0.00443543255350921000																																																
Ongevalsletsel_verkeer	dalywgt	0.42995410504844500000	0.42995410504844500000	0.42995410504844500000	0.42995410504844500000	0.42995410504844500000	0.42995410504844500000	0.42995410504844500000	0.42995410504844500000	0.42995410504844500000	0.42995410504844500000	0.42995410504844500000	0.42995410504844500000	0.42995410504844500000	0.42995410504844500000	0.42995410504844500000	0.42995410504844500000	0.42995410504844500000	0.42995410504844500000																																																
Ongevalsletsel_privé	prev	0.00833622758620690000	0.00631171517241379000	0.00631171517241379000	0.00571627034482759000	0.00571627034482759000	0.00452538068965517000	0.00452538068965517000	0.00452538068965517000	0.00309631310344828000	0.00309631310344827000	0.00309631310344827000	0.00273904620689655000	0.00273904620689655000	0.00261995724137931000	0.00261995724137931000	0.00440629172413793000	0.00440629172413793000	0.00440629172413793000																																																
Ongevalsletsel_privé	dalywgt	0.17239178113817400000	0.17239178113817400000	0.17239178113817400000	0.17239178113817400000	0.17239178113817400000	0.17239178113817400000	0.17239178113817400000	0.17239178113817400000	0.17239178113817400000	0.17239178113817400000	0.17239178113817400000	0.17239178113817400000	0.17239178113817400000	0.17239178113817400000	0.17239178113817400000	0.17239178113817400000	0.17239178113817400000	0.17239178113817400000																																																
																																																																			
																																																																			
																																																																			
Vrouwen	leeftijdsklassen	0_4	 5_9	10_14	15_19	20_24	25_29	30_34	35_39	40_44	45_49	50_54	55_59	60_64	65_69	70_74	75_79	80_84	85+																																																
Infectieziekten_maagdarmkanaal	prev	0.08030911212970950000	0.02724075083566190000	0.01120921577186510000	0.01323330843264950000	0.01986341792261300000	0.01940237403940420000	0.01825213275626090000	0.01640244376179240000	0.01184650760777940000	0.01095734102832820000	0.01157203860803280000	0.01266541130470360000	0.01837851483346080000	0.01927551351685910000	0.01950113717233190000	0.02055897249021740000	0.03441355596220430000	0.03517069995646520000																																																
Infectieziekten_maagdarmkanaal	dalywgt	0.03000000000000000000	0.03000000000000000000	0.03000000000000000000	0.03000000000000000000	0.03000000000000000000	0.03000000000000000000	0.03000000000000000000	0.03000000000000000000	0.03000000000000000000	0.03000000000000000000	0.03000000000000000000	0.03000000000000000000	0.03000000000000000000	0.03000000000000000000	0.03000000000000000000	0.03000000000000000000	0.03000000000000000000	0.03000000000000000000																																																
Tuberculose	prev	0.00001066366690050070	0.00000943677153366411	0.00000943677153366411	0.00003785015436608540	0.00003785015436608540	0.00003954210405233790	0.00003954210405233790	0.00002476381310928290	0.00002476381310928290	0.00001428526506354250	0.00001428526506354250	0.00001733241321756990	0.00001733241321756990	0.00002546734507558010	0.00022042259772185500	0.00022198302203128400	0.00022198302203128400	0.00022391487810178600																																																
Tuberculose	dalywgt	0.22948000000000000000	0.22948000000000000000	0.22948000000000000000	0.22948000000000000000	0.22948000000000000000	0.22948000000000000000	0.22948000000000000000	0.22948000000000000000	0.22948000000000000000	0.22948000000000000000	0.22948000000000000000	0.22948000000000000000	0.22948000000000000000	0.22948000000000000000	0.22948000000000000000	0.22948000000000000000	0.22948000000000000000	0.22948000000000000000																																																
Hersenvliesontsteking	prev	0.00031287472324194700	0.00004820814923907710	0.00004318753964675980	0.00009589035347240580	0.00003472072416336410	0.00001072120956509100	0.00001451620827706750	0.00001262590836396290	0.00001182544996636140	0.00003190545609238570	0.00003488010069443870	0.00004439186524702830	0.00004679463530024520	0.00004471585846288420	0.00010013862247940800	0.00009653097012242010	0.00003959517889101820	0.00003694705044306900																																																
Hersenvliesontsteking	dalywgt	0.31905000000000000000	0.31905000000000000000	0.31905000000000000000	0.31905000000000000000	0.31905000000000000000	0.31905000000000000000	0.31905000000000000000	0.31905000000000000000	0.31905000000000000000	0.31905000000000000000	0.31905000000000000000	0.31905000000000000000	0.31905000000000000000	0.31905000000000000000	0.31905000000000000000	0.31905000000000000000	0.31905000000000000000	0.31905000000000000000																																																
HIV/AIDS	prev	0.00001777667081348110	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00001815186475984460	0.00009094290128211340	0.00005344151732785430	0.00009299511690043150	0.00004270876395204630	0.00006130739863472540	0.00003010950021945510	0.00002013634535052880	0.00002329209350520050	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000																																																
HIV/AIDS	dalywgt	0.56962000000000000000	0.56962000000000000000	0.56962000000000000000	0.56962000000000000000	0.56962000000000000000	0.56962000000000000000	0.56962000000000000000	0.56962000000000000000	0.56962000000000000000	0.56962000000000000000	0.56962000000000000000	0.56962000000000000000	0.56962000000000000000	0.56962000000000000000	0.56962000000000000000	0.56962000000000000000	0.56962000000000000000	0.56962000000000000000																																																
SOA	prev	0.00000000000000000000	0.00000000000000000000	0.00001053338979230260	0.00759565261698234000	0.00908991611247805000	0.00828100660114523000	0.00757360019863562000	0.00534530308656025000	0.00343458048780488000	0.00126324452052051000	0.00024047562999347800	0.00003235458756866580	0.00003021067663348450	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000																																																
SOA	dalywgt	0.07200000000000000000	0.07200000000000000000	0.07200000000000000000	0.07200000000000000000	0.07200000000000000000	0.07200000000000000000	0.07200000000000000000	0.07200000000000000000	0.07200000000000000000	0.07200000000000000000	0.07200000000000000000	0.07200000000000000000	0.07200000000000000000	0.07200000000000000000	0.07200000000000000000	0.07200000000000000000	0.07200000000000000000	0.07200000000000000000																																																
Slokdarmkanker	prev	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00012500000000000000	0.00007600000000000000	0.00008300000000000000	0.00018200000000000000	0.00005500000000000000	0.00044100000000000000	0.00000000000000000000	0.00013600000000000000																																																
Slokdarmkanker	dalywgt	0.70730677290836700000	0.70730677290836700000	0.70730677290836700000	0.70730677290836700000	0.70730677290836700000	0.70730677290836700000	0.70730677290836700000	0.70730677290836700000	0.70730677290836700000	0.70730677290836700000	0.70730677290836700000	0.70730677290836700000	0.70730677290836700000	0.70730677290836700000	0.70730677290836700000	0.70730677290836700000	0.70730677290836700000	0.70730677290836700000																																																
Maagkanker	prev	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00005000000000000000	0.00008400000000000000	0.00005700000000000000	0.00028100000000000000	0.00026700000000000000	0.00087300000000000000	0.00086300000000000000	0.00169500000000000000	0.00286700000000000000	0.00319100000000000000	0.00461000000000000000																																																
Maagkanker	dalywgt	0.31226144496194500000	0.31226144496194500000	0.31226144496194500000	0.31226144496194500000	0.31226144496194500000	0.31226144496194500000	0.31226144496194500000	0.31226144496194500000	0.31226144496194500000	0.31226144496194500000	0.31226144496194500000	0.31226144496194500000	0.31226144496194500000	0.31226144496194500000	0.31226144496194500000	0.31226144496194500000	0.31226144496194500000	0.31226144496194500000																																																
Dikke_darm_en_endeldarmkanker	prev	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00003500000000000000	0.00008200000000000000	0.00010200000000000000	0.00015000000000000000	0.00027900000000000000	0.00074200000000000000	0.00215000000000000000	0.00366800000000000000	0.00610800000000000000	0.00930700000000000000	0.01470800000000000000	0.01889400000000000000	0.02531200000000000000	0.02983000000000000000																																																
Dikke_darm_en_endeldarmkanker	dalywgt	0.20766130889125000000	0.20766130889125000000	0.20766130889125000000	0.20766130889125000000	0.20766130889125000000	0.20766130889125000000	0.20766130889125000000	0.20766130889125000000	0.20766130889125000000	0.20766130889125000000	0.20766130889125000000	0.20766130889125000000	0.20766130889125000000	0.20766130889125000000	0.20766130889125000000	0.20766130889125000000	0.20766130889125000000	0.20766130889125000000																																																
Longkanker	prev	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00005000000000000000	0.00022300000000000000	0.00042800000000000000	0.00053000000000000000	0.00091700000000000000	0.00149600000000000000	0.00118000000000000000	0.00158600000000000000	0.00154400000000000000	0.00088000000000000000	0.00067800000000000000																																																
Longkanker	dalywgt	0.44106275041816700000	0.44106275041816700000	0.44106275041816700000	0.44106275041816700000	0.44106275041816700000	0.44106275041816700000	0.44106275041816700000	0.44106275041816700000	0.44106275041816700000	0.44106275041816700000	0.44106275041816700000	0.44106275041816700000	0.44106275041816700000	0.44106275041816700000	0.44106275041816700000	0.44106275041816700000	0.44106275041816700000	0.44106275041816700000																																																
Huidkanker	prev	0.00000000000000000000	0.00000000000000000000	0.00003500000000000000	0.00007100000000000000	0.00038700000000000000	0.00095700000000000000	0.00146700000000000000	0.00153400000000000000	0.00195000000000000000	0.00219900000000000000	0.00405200000000000000	0.00393600000000000000	0.00415600000000000000	0.00467600000000000000	0.00514000000000000000	0.00764600000000000000	0.00858300000000000000	0.01247500000000000000																																																
Huidkanker	dalywgt	0.05232061253561250000	0.05232061253561250000	0.05232061253561250000	0.05232061253561250000	0.05232061253561250000	0.05232061253561250000	0.05232061253561250000	0.05232061253561250000	0.05232061253561250000	0.05232061253561250000	0.05232061253561250000	0.05232061253561250000	0.05232061253561250000	0.05232061253561250000	0.05232061253561250000	0.05232061253561250000	0.05232061253561250000	0.05232061253561250000																																																
Borstkanker	prev	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00000000000000000000	0.00003500000000000000	0.00021900000000000000	0.00058200000000000000	0.00221300000000000000	0.00618400000000000000	0.01099000000000000000	0.02070000000000000000	0.02575000000000000000	0.03133000000000000000	0.03423000000000000000	0.03603000000000000000	0.04029000000000000000	0.04115000000000000000	0.04325000000000000000																																																
Borstkanker	dalywgt	0.20873504117911200000	0.20873504117911200000	0.20873504117911200000	0.20873504117911200000	0.20873504117911200000	0.20873504117911200000	0.20873504117911200000	0.20873504117911200000	0.20873504117911200000	0.20873504117911200000	0.20873504117911200000	0.20873504117911200000	0.20873504117911200000	0.20873504117911200000	0.20873504117911200000	0.20873504117911200000	0.20873504117911200000	0.20873504117911200000																																																
